Inv. Nr.,Pavadinimas,Kiekis,Plotas,Verte,Likut. Verte,Likv.verte,Turto grupe,Atsakingas,Skyrius,Ekspl. Vieta,Metodas,Norma,Men.suma,Pirkimo data,Ekspl. Pradzia,Devesis iki,Valdymo teise,Nuosavybe,Statistika,Isigijimo budas,Pask.oper.data
6174.2,"VP3-2.2-ÐMM-01-V-01-001/Árangos rinkinys pieðimui, tapybai","1,000",,436.3,236.31,0,Kitos maðinos ir árenginiai,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"10,00",3.64,8/25/2011,8/25/2011,8/31/2021,Atiduotas panaudai,,Kitos maðinos ir árengimai, Pirkimas,3/31/2016
6175.2,"VP3-2.2-ÐMM-01-V-01-001/Árangos rinkinys pieðimui, tapybai","1,000",,436.3,236.31,0,Kitos maðinos ir árenginiai,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"10,00",3.64,8/25/2011,8/25/2011,8/31/2021,Atiduotas panaudai,,Kitos maðinos ir árengimai, Pirkimas,3/31/2016
6176.1,Vaikø þaidimø kompleksas su èiuoþyklële ir karstyklëmis prie Ðiauliø vieðbuèio,"1,000",,2505.65,1.366.45,0,Kitos maðinos ir árenginiai,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"10,00",20.7,8/26/2011,8/26/2011,9/30/2021,Nuosavas,,Kitos maðinos ir árengimai, Pirkimas,3/31/2016
6177.1,Spyruoklinës sûpuoklës prie Ðiauliø vieðbuèio,"1,000",,490.62,267.65,0,Kitos maðinos ir árenginiai,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"10,00",4.05,8/26/2011,8/26/2011,9/30/2021,Nuosavas,,Kitos maðinos ir árengimai, Pirkimas,3/31/2016
6178.1,Amortizuojanti danga vaikø aikðtelëje prie Ðiauliø vieðbuèio,"1,000",,2800.02,1.526.98,0,Kitos maðinos ir árenginiai,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"10,00",23.13,8/26/2011,8/26/2011,9/30/2021,Nuosavas,,Kitos maðinos ir árengimai, Pirkimas,3/31/2016
6181.2,VP3-2.2-ÐMM-01-V-01-001/Cheminiø medþiagø rinkinys,"1,000",,414.22,234.84,0,Kitos maðinos ir árenginiai,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"10,00",3.45,11/28/2011,11/28/2011,11/30/2021,Atiduotas panaudai,,Kitos maðinos ir árengimai, Pirkimas,3/31/2016
6183.2,VP3-2.2-ÐMM-01-V-01-001/Rinkinys klasei,"1,000",,1471.15,833.75,0,Kitos maðinos ir árenginiai,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"10,00",12.26,11/28/2011,11/28/2011,11/30/2021,Atiduotas panaudai,,Kitos maðinos ir árengimai, Pirkimas,3/31/2016
6185.2,VP3-2.2-ÐMM-01-V-01-001/Sensoriø su priedais rinkinys 6vnt.,"1,000",,2205.67,1.249.94,0,Kitos maðinos ir árenginiai,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"10,00",18.38,11/28/2011,11/28/2011,11/30/2021,Atiduotas panaudai,,Kitos maðinos ir árengimai, Pirkimas,3/31/2016
7021,Reanimobilis su medicinine áranga RENAULT MASTER,"1,000",,128863.82,12.233.18,0,Specialûs automobiliai,VðÁ Ðiauliø greitosios medicinos pagalbos stotis,MIESTO TURTAS,,Tiesinis metais,"7,00",1.529.16,11/2/2009,11/2/2009,11/30/2016,Atiduotas panaudai,,, Pirkimas,3/31/2016
7022,Reanimobilis su medicinine áranga RENAULT MASTER,"1,000",,128863.82,12.233.19,0,Specialûs automobiliai,VðÁ Ðiauliø greitosios medicinos pagalbos stotis,MIESTO TURTAS,,Tiesinis metais,"7,00",1.529.16,11/2/2009,11/2/2009,11/30/2016,Atiduotas panaudai,,Transporto priemonës, Pirkimas,3/31/2016
7023,Automobilis Citroen C3,"1,000",,11237.26,0,0,Lengvieji automobiliai ir jø priekabos,Jurgita Morkûnaitë,MIESTO TURTAS,,Tiesinis metais,"6,00",0,5/17/2010,5/17/2010,6/30/2014,Atiduotas panaudai,,Transporto priemonës,Neatlygintinai,12/31/2014
7024,Automobilis Honda CR-V,"1,000",,22879.98,0,0,Lengvieji automobiliai ir jø priekabos,Jurgita Morkûnaitë,MIESTO TURTAS,,Tiesinis metais,"6,00",0,5/17/2010,5/17/2010,6/30/2014,Atiduotas panaudai,,Transporto priemonës,Neatlygintinai,12/31/2014
7025,Automobilis Mercedes Benz Sprinter 311CDI,"1,000",,33713.8,0,0,Specialûs automobiliai,Ðiauliø specialiojo ugdymo centras,MIESTO TURTAS,,Tiesinis metais,"7,00",0,11/10/2006,1/7/2011,12/31/2012,Atiduotas panaudai,,Transporto priemonës,Neatlygintinai,12/31/2014
8001,Sekcija su spinta,"1,000",,484.82,0,0,Baldai,VðÁ Ðiauliø reabilitacijos centras,MIESTO TURTAS,,Tiesinis metais,"12,00",0,1/1/1999,1/1/1999,,Atiduotas panaudai,,Baldai ir biuro áranga,Neatlygintinai,12/31/2014
8026,Stalas ir priestalis orgtechnikai,"1,000",,463.39,0,0,Baldai,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"12,00",0,12/1/1999,12/1/1999,,Nuosavas,,Baldai ir biuro áranga,Neatlygintinai,12/31/2014
8029,Këdþiø komplektas,"1,000",,457.6,0,0,Baldai,VðÁ Ðiauliø turizmo informacijos centras,MIESTO TURTAS,,Tiesinis metais,"12,00",0,12/1/1999,12/1/1999,,Atiduotas panaudai,,Baldai ir biuro áranga,Neatlygintinai,12/31/2014
8030,Stalø komplektas,"1,000",,312.79,0,0,Baldai,VðÁ Ðiauliø turizmo informacijos centras,MIESTO TURTAS,,Tiesinis metais,"12,00",0,12/1/1999,12/1/1999,,Atiduotas panaudai,,Baldai ir biuro áranga,Neatlygintinai,12/31/2014
8068,Dvivietis baldø komplektas,"1,000",,1490.04,331.16,0,Baldai,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"12,00",10.03,12/1/2006,12/1/2006,1/31/2019,Atiduotas panaudai,,Baldai ir biuro áranga,Neatlygintinai,3/31/2016
8069,Dvivietis baldø komplektas,"1,000",,1490.04,331.16,0,Baldai,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"12,00",10.03,12/1/2006,12/1/2006,1/31/2019,Atiduotas panaudai,,Baldai ir biuro áranga,Neatlygintinai,3/31/2016
8073,Baldø komplektas su vienvieèiais stalais,"1,000",,2153.61,770.74,0,Baldai,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"12,00",14.82,6/12/2008,6/12/2008,7/31/2020,Atiduotas panaudai,,Baldai ir biuro áranga,Neatlygintinai,3/31/2016
8074,Toshiba xc 2000 daugialypës terpës projektorius su dokumentø atvaizdavimo kamera,"1,000",,835.92,0,0,Kita biuro áranga,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"5,00",0,9/8/2009,9/8/2009,10/31/2014,Atiduotas panaudai,,Baldai ir biuro áranga,Neatlygintinai,12/31/2014
8075,Toshiba e-studio 166 kopijavimo aparatas,"1,000",,546.8,43.88,0,Kompiuteriai ir jø áranga,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"7,00",6.26,9/8/2009,9/8/2009,10/31/2016,Atiduotas panaudai,,Baldai ir biuro áranga,Neatlygintinai,3/31/2016
8076,Clever Board 3 105 interaktyvioji lenta su mokamosiomis programomis,"1,000",,1264.48,0,0,Kompiuteriai ir jø áranga,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"5,00",0,9/8/2009,9/8/2009,10/31/2014,Atiduotas panaudai,,Baldai ir biuro áranga,Neatlygintinai,12/31/2014
8077,Asus F3E neðiojamas kompiuteris,"1,000",,563.89,0,0,Kompiuteriai ir jø áranga,VðÁ Ðiauliø universiteto gimnazija,MIESTO TURTAS,,Tiesinis metais,"5,00",0,9/8/2009,9/8/2009,10/31/2014,Atiduotas panaudai,,Baldai ir biuro áranga,Neatlygintinai,12/31/2014
1,"Tiltas per Vijolæ, Bielskio g.","1,000",,5502.78,4.509.32,0,Tiltai ir viadukai,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"80,00",5.8,1/1/2001,1/1/2001,1/31/2081,Nuosavas,,"Tiltai, viadukai", Pirkimas,3/31/2016
1.1,Magistraliniai fekaliniai kanalizacijos tinklai 2-ame Gytariø mikrorajone,"1,000",,11607.9,11.607.90,0,Nebaigta statyba ,Statybos skyrius,MIESTO TURTAS,,Be nusidëvëjimo,"0,00",0,1/1/2001,1/1/2001,,Nuosavas,,Nebaigta statyba,Neatlygintinai,12/31/2014
1.101,Magistraliniai ðiluminiai tinklai 2-ame Gytariø mikrorajone,"1,000",,1701.93,1.701.93,0,Nebaigta statyba ,Statybos skyrius,MIESTO TURTAS,,Be nusidëvëjimo,"0,00",0,1/1/2000,1/1/2000,,Nuosavas,,Nebaigta statyba,Neatlygintinai,12/31/2014
1.102,Magistraliniai lietaus kanalizacijos tinklai 2-ame Gytariø mikrorajone,"1,000",,15778.68,15.778.68,0,Nebaigta statyba ,Statybos skyrius,MIESTO TURTAS,,Be nusidëvëjimo,"0,00",0,1/1/2000,1/1/2000,,Nuosavas,,Nebaigta statyba,Neatlygintinai,12/31/2014
1.103,Fekaliniai kanalizacijos tinklai 2-ame Gytariø mikrorajone,"1,000",,533.04,533.04,0,Nebaigta statyba ,Statybos skyrius,MIESTO TURTAS,,Be nusidëvëjimo,"0,00",0,1/1/2000,1/1/2000,,Nuosavas,,Nebaigta statyba,Neatlygintinai,12/31/2014
1.104,Magistraliniai lietaus kanalizacijos tinklai 2-ame Gytariø mikrorajone,"1,000",,9743.62,9.743.62,0,Nebaigta statyba ,Statybos skyrius,MIESTO TURTAS,,Be nusidëvëjimo,"0,00",0,1/1/2000,1/1/2000,,Nuosavas,,Nebaigta statyba,Neatlygintinai,12/31/2014
1.105,Lietaus kanalizacijos kolektorius nuo Dubijos iki Kurðënø pervaþos,"1,000",,37574.85,37.574.85,0,Nebaigta statyba ,Statybos skyrius,MIESTO TURTAS,,Be nusidëvëjimo,"0,00",0,1/1/2000,1/1/2000,,Nuosavas,,Nebaigta statyba,Neatlygintinai,12/31/2014
1.106,Gytariø gerbuvis,"1,000",,11666.18,11.666.18,0,Nebaigta statyba ,Statybos skyrius,MIESTO TURTAS,,Be nusidëvëjimo,"0,00",0,1/1/2000,1/1/2000,,Nuosavas,,Nebaigta statyba,Neatlygintinai,12/31/2014
1.107,Fekalinë kanalizacija á Ðiauliø oro uostà,"1,000",,343910.78,343.910.78,0,Nebaigta statyba ,Statybos skyrius,MIESTO TURTAS,,Be nusidëvëjimo,"0,00",0,1/1/2000,1/1/2000,,Nuosavas,,Nebaigta statyba,Neatlygintinai,12/31/2014
1.108,Centrinio parko vasaros estrados rekonstrukcijos projektas,"1,000",,11024.8,0,0,Kitas nematerialusis turtas,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"1,00",0,12/31/2002,1/31/2012,12/31/2012,Nuosavas,,Kitas nematerialusis turtas, Pirkimas,12/31/2014
1.109,Gytariø 3-èio mikrorajono lopðelio darþelio projektas,"1,000",,5777.66,0,0,Kitas nematerialusis turtas,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"1,00",0,1/1/2000,1/31/2012,12/31/2012,Nuosavas,,Kitas nematerialusis turtas, Pirkimas,12/31/2014
1.11,Imtyniø salës projektas,"1,000",,16916.71,0,0,Kitas nematerialusis turtas,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"1,00",0,1/1/2000,1/31/2012,12/31/2012,Nuosavas,,Kitas nematerialusis turtas, Pirkimas,12/31/2014
1.111,Sporto salës prie katalikiðkos mokyklos projektas,"1,000",,10546.19,0,0,Kitas nematerialusis turtas,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"1,00",0,1/1/2000,1/31/2012,12/31/2012,Nuosavas,,Kitas nematerialusis turtas, Pirkimas,12/31/2014
