Inv. Nr.,Pavadinimas,Kiekis,Plotas,Verte,Likut. Verte,Likv.verte,Turto grupe,Atsakingas,Skyrius,Ekspl. Vieta,Metodas,Norma,Men.suma,Pirkimo data,Ekspl. Pradzia,Devesis iki,Valdymo teise,Nuosavybe,Statistika,Isigijimo budas,Pask.oper.data
3375, Kelmës g. su þalia veja ir þeldiniais,"1,000",,237.49,83.15,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",6.4,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3376,Jurginø g. su þalia veja ir þeldiniais,"1,000",,2.9,1.02,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",0.08,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3377,Joniðkëlio g. su þalia veja ir þeldiniais,"1,000",,20.27,6.66,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",0.55,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3378,Ilgosios g. su þalia veja,"1,000",,196.94,63.75,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",5.31,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3379,Vasario 16-osios g. su þalia veja ir þeldiniais,"1,000",,63.72,20.62,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",1.72,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
337b,M. K. Èiurlionio g.,"1,000",,80488.01,50.906.94,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",458.62,3/24/2009,3/24/2009,3/31/2024,Nuosavas,,Automobiliø keliai, Pirkimas,12/31/2014
338,Darbininkiø g.,"1,000",,6082.02,891.5,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",68.58,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Automobiliø keliai, Pirkimas,12/31/2014
3380,Ganyklø g. su þalia veja ir þeldiniais,"1,000",,78.2,25.36,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",2.11,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3381, Gluosniø g. su þalia veja ir þeldiniais,"1,000",,257.76,90.29,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",6.95,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3382,Gamybos g. su þalia veja ir þeldiniais,"1,000",,1100.56,385.2,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",29.63,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3383, Z. Gëlës g. su þalia veja ir þeldiniais,"1,000",,503.94,162.86,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",13.57,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3384, Ateities g. su þalia veja ir þeldiniais,"257,530",,3906.97,0,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",50.81,1/31/2015,1/31/2015,1/31/2016,Nuosavas,,Automobiliø keliai,,2/1/2016
3385,Baisogalos g. su þalia veja ir þeldiniais,"1,000",,411.26,132.89,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",11.07,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3386,Birutës g. su þalia veja ir þeldiniais,"1,000",,8031.16,2.593.90,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",216.16,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3387,Biliûno g. su þalia veja ir þeldiniais,"1,000",,764.6,247.02,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",20.58,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3388,Lieporiø g. su þalia veja ir medþiais,"1,000",,309.89,100.14,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",8.35,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3389,Akmenës g. su þalia veja ir þeldiniais,"1,000",,1494.44,482.74,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",40.23,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
339,Alytaus g. su þalia veja ir þeldiniais,"927,650",,9705.46,0,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",112.7,1/31/2015,1/31/2015,1/31/2016,Nuosavas,,Automobiliø keliai,,2/1/2016
"339,",Darþelio g.,"1,000",,13762.45,4.559.75,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",94.99,12/31/2003,12/31/2003,12/31/2018,Nuosavas,,Automobiliø keliai, Pirkimas,12/31/2014
"339,1",Darþelio g. su þalia veja ir þeldiniais,"708,940",,25077.9,4.777.65,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",149.29,1/31/2015,1/31/2015,11/30/2018,Nuosavas,,Automobiliø keliai,,3/31/2016
3390, Këdainiø g. su þalia veja ir þeldiniais,"1,000",,52.13,18.37,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",1.41,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3391, Kybartø g. su þalia veja ir þeldiniais,"1,000",,999.19,349.69,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",26.9,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3392,Aukðtabalio g. su þalia veja ir medþiais,"1,000",,706.67,247.33,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",19.03,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3393,Kalinausko g. su þalia veja ir þeldiniais,"1,000",,857.28,276.99,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",23.08,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3394, Kurtuvënø g. su þalia veja ir þeldiniais,"1,000",,46.34,16.31,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",1.25,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3395, Klaipëdos g. su þalia veja ir þeldiniais,"1,000",,1291.71,452.03,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",34.77,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3396, Klevø g. su þalia veja ir þeldiniais,"1,000",,121.64,42.69,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",3.28,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3397,Kelmës g. su þalia veja ir þeldiniais,"1,000",,1674,585.78,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",45.06,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3398,Trakø g. su þalia veja ir þeldiniais,"1,000",,744.32,240.5,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",20.04,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3399,Kurðënø g. su þalia veja ir þeldiniais,"1,000",,55.03,17.86,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",1.49,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
34,"Stendas, Trakø g. prie tardymo izol.","1,000",,33.6,0,0,Kiti statiniai,VðÁ Ðiauliø turizmo informacijos centras,MIESTO TURTAS,,Tiesinis metais,"15,00",0.3,1/1/2001,1/1/2001,12/31/2015,Atiduotas panaudai,,Kiti statiniai,Neatlygintinai,12/31/2015
"34,",Ginkûnø kapiniø pavirðinio vandens surinkimo tinklai,"1,000",,5262.25,3.694.76,0,Inþineriniai tinklai,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",28.86,11/14/2011,11/14/2011,11/30/2026,Nuosavas,,"Vamzdynai, ryðiø ir elektros linijos", Pirkimas,3/31/2016
340,Artojø g. su þalia veja ir þeldiniais,"440,450",,2148.98,0,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",19.75,1/31/2015,1/31/2015,1/31/2016,Nuosavas,,Automobiliø keliai,,2/1/2016
"340,1",Daukanto g.,"1,000",,190278.61,63.040.35,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",1.313.34,12/31/2003,12/31/2003,12/31/2018,Nuosavas,,Automobiliø keliai, Pirkimas,12/31/2014
3400, Kudirkos g. su þalia veja ir þeldiniais,"1,000",,2890.41,1.011.43,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",77.8,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3401,Stoties g. su þalia veja ir þeldiniais,"1,000",,2059.2,665.18,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",55.43,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3402,Varpo g. su þalia veja ir þeldiniais,"1,000",,2348.82,758.7,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",63.23,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3403,Kanapiø g. su þalia veja ir þeldiniais,"1,000",,28.96,9.42,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",0.79,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3404,Auðros alëja su þalia veja ir þeldiniais,"1,000",,9140.41,2.952.17,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",246.01,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3405,Jovaro g. su þalia veja ir þeldiniais,"1,000",,144.81,46.86,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",3.91,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3406, Lingailiø g. 2-oji su þalia veja ir þeldiniais,"1,000",,773.29,270.68,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",20.82,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3407,Miglovaros g. su þalia veja ir þeldiniais,"1,000",,2160.57,697.87,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",58.16,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3408,Tilþës g. su þalia veja ir þeldiniais ir medþiais,"1,000",,22775.72,7.356.06,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",613,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3409,Lingailiø g. su þalia veja ir þeldiniais,"1,000",,118.74,41.65,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",3.2,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
341,"Aukðtabalio g. su þalia veja, þeldiniais, dekoratyviniais krûmais","412,230",,12241.28,0,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",149.4,1/31/2015,1/31/2015,1/31/2016,Nuosavas,,Automobiliø keliai,,2/1/2016
3410, Lyduvënø g. su þalia veja ir þeldiniais,"1,000",,269.35,94.31,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",7.25,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3411,Lelijø g. su þalia veja ir þeldiniais,"1,000",,582.14,188.08,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",15.67,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3412,Kretingos g. su þalia veja ir þeldiniais,"1,000",,622.68,201.16,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",16.76,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3413,Kalno g. su þalia veja ir þeldiniais,"1,000",,1042.63,336.82,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",28.07,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3414, Dvaro g. su þalia veja ir þeldiniais,"1,000",,6710.5,2.348.00,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",180.62,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3415, Mickevièiaus g. su þalia veja ir þeldiniais,"1,000",,2175.05,702.57,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",58.55,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3416,Medelyno g. su þalia veja ir þeldiniais,"1,000",,900.72,290.99,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",24.25,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3417,Margytës g. su þalia veja ir þeldiniais,"1,000",,5.79,1.91,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",0.16,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3418, Liepø g. su þalia veja ir þeldiniais,"1,000",,11.58,4.13,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",0.32,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3419,Linkuvos g. su þalia veja ir þeldiniais,"1,000",,602.41,194.67,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",16.22,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
342,Auðros takas su þalia veja ir þeldiniais,"304,500",,14704.01,0,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",309.71,1/31/2015,1/31/2015,1/31/2016,Nuosavas,,Automobiliø keliai,,1/31/2016
342/2,Dubijos g.,"1,000",,8047.87,5.652.54,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",44.16,9/20/2010,9/20/2010,9/30/2025,Nuosavas,,Automobiliø keliai, Pirkimas,1/31/2015
3420,Purienø g. su þalia veja ir þeldiniais,"1,000",,170.88,55.26,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",4.61,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3421,Auðros al.  su þalia veja ir þeldiniais,"1,000",,935.47,302.2,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",25.18,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3422,Panevëþio g. su þalia veja ir þeldiniais,"1,000",,1042.63,336.82,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",28.07,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3423, Palangos g. su þalia veja ir þeldiniais,"1,000",,2424.12,783.01,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",65.25,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3424, S. Neries g. su þalia veja ir þeldiniais,"1,000",,147.71,47.81,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",3.98,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3425, Neringos g. su þalia veja ir þeldiniais,"1,000",,17.38,5.71,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",0.48,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3426," Naujo ryto takas su þalia veja ir þeldiniais, medþiais","1,000",,26.07,8.47,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",0.71,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3427, Merkinës g. su þalia veja ir þeldiniais,"1,000",,283.83,99.39,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",7.65,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3428,"Sondeckio g. su þalia veja ir þeldiniais, medþiais","1,000",,333.06,107.67,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",8.97,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3429,Metalistø g. su þalia veja ir þeldiniais,"1,000",,167.98,54.31,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",4.53,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
342b1,Dubijos g.,"1,000",,475623.69,295.406.86,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",2.710.15,2/19/2009,2/19/2009,2/29/2024,Nuosavas,,Automobiliø keliai, Pirkimas,1/31/2015
343,Birðtono g. su þalia veja ir þeldiniais,"597,580",,2022.13,0,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",26.89,1/31/2015,1/31/2015,1/31/2016,Nuosavas,,,,2/1/2016
3430,Margiø g. su þalia veja ir þeldiniais,"1,000",,110.06,35.61,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",2.97,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3431,Montvilos g. su þalia veja ir þeldiniais,"221,200",,257.76,83.34,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",6.95,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,2/28/2015
3432,Meðkeriø g. su þalia veja ir þeldiniais,"1,000",,133.23,43.07,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",3.59,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3433, Mechanikø g. su þalia veja ir þeldiniais,"1,000",,1451,507.7,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",39.05,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3434,Ðliûpo g. su þalia veja ir þeldiniais,"1,000",,2554.45,825.14,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",68.76,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3435,Miðko g. su þalia veja ir þeldiniais,"1,000",,2551.55,824.19,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",68.68,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3436, Dvaro g. su þalia veja ir þeldiniais,"2.271,000",,353863.02,178.298.31,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",1.577.85,1/31/2015,1/31/2015,8/31/2025,Nuosavas,,Automobiliø keliai,,3/31/2016
3437, Poilsio g. su þalia veja ir þeldiniais,"1,000",,3127.9,1.010.29,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",84.19,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3438, Vaisiø g. su þalia veja ir þeldiniais,"1,000",,95.57,30.91,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",2.58,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3439, Pabaliø g. su þalia veja ir þeldiniais,"1,000",,136.12,44.01,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",3.67,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
344,Darbininkiø g. su þalia veja ir þeldiniais,"697,760",,7286.84,0,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",101.01,1/31/2015,1/31/2015,1/31/2016,Nuosavas,,Automobiliø keliai,,2/1/2016
3440, Rasos g. su þalia veja ir þeldiniais,"1,000",,43.44,14.12,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",1.18,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3441, Bielskio g. su þalia veja ir þeldiniais,"1,000",,191.15,67,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",5.15,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,12/31/2014
3442,Paprûdþio g. su þalia veja ir þeldiniais,"1,000",,191.15,61.85,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",5.15,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3443, Pirties g. su þalia veja ir þeldiniais,"1,000",,935.47,302.2,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",25.18,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3444,Pakalnës g. su þalia veja ir þeldiniais,"1,000",,1723.24,556.66,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",46.39,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3445,Putinø g. su þalia veja ir þeldiniais,"1,000",,2.9,1.02,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",0.08,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3446, Parko g. su þalia veja ir þeldiniais,"1,000",,223.01,72.15,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",6.01,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3447,Papilës g. su þalia veja ir þeldiniais,"1,000",,828.31,267.59,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",22.3,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3448,Prûdelio g. su þalia veja ir þeldiniais,"1,000",,95.57,30.91,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",2.58,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
3449, Purienø g. su þalia veja ir þeldiniais,"1,000",,179.56,58.04,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",4.84,1/1/2001,1/1/2001,1/31/2016,Nuosavas,,Sporto ir poilsio statiniai,Neatlygintinai,1/31/2015
345,Aerouosto g.,"3.179,400",,844969.55,277.076.59,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",2.886.21,2/19/2015,2/28/2015,10/31/2023,Nuosavas,,,,10/1/2015
